sentence,id,name,senseid
tikitiki is a small town in waiapu valley on the north bank of the waiapu river in the gisborne region of the north island of new zealand . ,1, bank,bank.noun.9
"avalon is a suburb of lower hutt in new zealand , formed as a private residential development in the 1970s on land formerly occupied by market - garden on the eastern bank of the hutt river . ",1, bank,bank.noun.9
"the house itself is a three - bay stone building , one-and-a-half stories tall , located on the northern bank of the licking river . ",1, bank,bank.noun.9
"it can often be located in forest clearing or verges , on rocky bank or lakeshore , and on gentle slopes . ",1, bank,bank.noun.9
"at the time , it sat on the grassy bank of the singapore river , close to a small islet called pulau saigon . ",1, bank,bank.noun.9
"the trail goes east and follows the southern bank of the tar river , then at the confluence of the tar river and green mill run , turns south and follows the western edge of the tributary . ",1, bank,bank.noun.9
houses built along the main road that leads to the steep bank of the river . ,1, bank,bank.noun.9
"Sunbathers lounge on the sandy bank , soaking up the sun. ",1, bank,bank.noun.9
I hid my books in the long grass near the ashpit at the end of the garden where nobody ever came and hurried along the canal bank . ,1, bank,bank.noun.9
"After some hours of intense work , we had macheted a path through the jungle to the grassy bank of the river . ",1, bank,bank.noun.9
"The merchants lived and plied their trade at the Steelyard , a complex of warehouses , offices , and dwellings on the north bank of the Thames . ",1, bank,bank.noun.9
He was brought up at Long White Cloud house on the right bank of the River Thames . ,1, bank,bank.noun.9
"By the end of November , Kalewa had been recaptured , and several bridgeheads were established on the east bank of the Chindwin . ",1, bank,bank.noun.9
"As with other waves , the wave tends to break in shallow places and near the sandy bank , and flow smoothly in deep water . ",1, bank,bank.noun.9
"Even worse than the sand , though , was the grassy bank that comes down between the bunkers , where the rough was so thick it amounted to bogeyland . ",1, bank,bank.noun.9
The existence of two possible wharves on the east bank of the River Foss support this idea . ,1, bank,bank.noun.9
"In 1599 , a partnership of members of the company built their own theatre on the south bank of the River Thames , which they named the Globe . ",1, bank,bank.noun.9
"The assembly was established in 2000 and meets at City Hall on the south bank of the River Thames , close to Tower Bridge . ",1, bank,bank.noun.9
"The river 's overgrown bank was lined with trees and wildflowers , creating a picturesque scene that attracted hikers and nature enthusiasts from the nearby town . ",1, bank,bank.noun.9
"After a long day of work , he enjoyed fishing from the sandy bank of the lake , finding it a peaceful way to unwind and connect with nature . ",1, bank,bank.noun.9
"When the storm hit , the river 's water level rose rapidly , threatening to overflow its shallow bank and flood the surrounding areas . ",1, bank,bank.noun.9
"As he walked along the sandy bank of the river , he found an old , weathered coin partially buried in the sand , sparking his curiosity about its history . ",1, bank,bank.noun.9
"The children enjoyed building sandcastles on the sandy bank of the river , their laughter echoing as they played in the warm sunshine . ",1, bank,bank.noun.9
"He found a quiet spot on the grassy bank of the stream to sit and read , enjoying the sound of the water flowing gently over the rocks . ",1, bank,bank.noun.9
"The environmental group organized a cleanup event along the river 's overgrown bank , gathering volunteers to pick up trash and restore the natural habitat . ",1, bank,bank.noun.9
"He enjoyed the thrill of white - water rafting , navigating the rapids and maneuvering around the rocks on the river 's shallow bank . ",1, bank,bank.noun.9
"The gentle slope of the river 's northern bank made it an ideal spot for a family picnic , with plenty of space for the kids to run and play . ",1, bank,bank.noun.9
"The floodwaters breached the levees , spilling over the shallow bank and inundating the nearby farmland and residential areas . ",1, bank,bank.noun.9
"The hungry bat flew silently through the night , hunting for insects . ",0, bat,bat.noun.0
a vampire bat is a fascinating creature that navigates using echolocation . ,0, bat,bat.noun.0
Many people are unaware of the role the agile bat plays in controlling insect populations . ,0, bat,bat.noun.0
The vampire bat is known for feeding on the blood of other animals . ,0, bat,bat.noun.0
"the tiny bat often sleeps in caves , trees , or abandoned buildings during the day . ",0, bat,bat.noun.0
"The hungry bat flew through the night, hunting for insects . ",0, bat,bat.noun.0
"Insect-hunting , the wild bat navigated the dark using echolocation . ",0, bat,bat.noun.0
"Unbeknownst to many , a hunting bat controls insect populations in the night . ",0, bat,bat.noun.0
The vampire bat strikes at night to get blood . ,0, bat,bat.noun.0
"During daylight , a nocturnal bat seeks refuge in caves , trees , or buildings . ",0, bat,bat.noun.0
"Hanging upside down , the nocturnal bat roost in dark caves . ",0, bat,bat.noun.0
Some furry bat species have a wingspan over a foot . ,0, bat,bat.noun.0
The fruit bat pollinates flower and therefore aids in plant reproduction . ,0, bat,bat.noun.0
"Echoes guide a blind bat in the night , aiding navigation . ",0, bat,bat.noun.0
"Each night , the hungry bat consumes insects matching their body weight . ",0, bat,bat.noun.0
Colonies offer warmth and protection to a roosting bat . ,0, bat,bat.noun.0
"Thin wings stretch over elongated fingers , forming membranous bat wings . ",0, bat,bat.noun.0
"In search of warmth , the blind bat undertakes lengthy migrations . ",0, bat,bat.noun.0
The agile bat serves vital roles in pollination and seed dispersal . ,0, bat,bat.noun.0
"At night , the agile bat is active , fulfilling nocturnal duties . ",0, bat,bat.noun.0
The blind bat uses scent to locate food sources accurately . ,0, bat,bat.noun.0
The black bat can hardly be seen at dawn . ,0, bat,bat.noun.0
Hunting is the favorite activity for the hungry bat . ,0, bat,bat.noun.0
a blind bat uses echolocation for hunting . ,0, bat,bat.noun.0
A tiny bat seeks for cracks for hiding . ,0, bat,bat.noun.0
"Upside down in dark caves during the day , the tired bat roosts . ",0, bat,bat.noun.0
"Hunting insects , the agile bat swoops gracefully through the night sky . ",0, bat,bat.noun.0
The silent approach of the hunting bat is feared by many nocturnal creatures . ,0, bat,bat.noun.0
"Evading predators effortlessly , a elusive bat darts swiftly through the air . ",0, bat,bat.noun.0
"To navigate and locate prey , the blind bat relies on echolocation . ",0, bat,bat.noun.0
"From habitat loss and human encroachment, the endangered bat faces threats . ",0, bat,bat.noun.0
"To conserve energy , the furry bat hibernates during the winter months . ",0, bat,bat.noun.0
"Controlling insect populations , the insect - eating  bat plays a crucial role . ",0, bat,bat.noun.0
"To survive the cold , the hibernating bat enters a state of torpor . ",0, bat,bat.noun.0
"With precision , the swift bat dart through the night, capturing insects . ",0, bat,bat.noun.0
"With remarkable agility and speed , the agile bat navigates dense forests . ",0, bat,bat.noun.0
"Hidden from sight during the day , the small bat roosts in tight crevices . ",0, bat,bat.noun.0
"Using their membranous wings , the swift bat soars effortlessly through the air . ",0, bat,bat.noun.0
"Under the watchful guidance of its mother , the young bat learns to fly . ",0, bat,bat.noun.0
High-pitched calls are emitted to communicate by the noisy bat when it is hunting . ,0, bat,bat.noun.0
"In the dark , the blind bat hunt for insects by echolocating their prey . ",0, bat,bat.noun.0
"During the night , the small bat flew silently through the forest , using echolocation to navigate and find insects to eat . ",0, bat,bat.noun.0
"In the cave , we observed hundreds of nocturnal bat hanging upside down from the ceiling , their wings wrapped around their bodies as they slept . ",0, bat,bat.noun.0
"The scientist conducted a study on the vampire bat population , tracking their migration patterns and examining the effects of habitat loss on their numbers . ",0, bat,bat.noun.0
"The hunting bat swooped down suddenly , catching a moth in mid - air with its sharp claws before disappearing back into the night . ",0, bat,bat.noun.0
"The vampire bat 's wingspan was impressive , stretching nearly two feet as it glided effortlessly between the trees in the twilight . ",0, bat,bat.noun.0
"She decorated her yard with spooky bat decorations for Halloween , creating a haunted atmosphere that delighted the neighborhood children . ",0, bat,bat.noun.0
"The nocturnal bat colony in the old barn had grown significantly over the years , becoming an important part of the local ecosystem by controlling insect populations . ",0, bat,bat.noun.0
"The hunting bat made a high - pitched squeak as it flew past , its sound barely audible to human ears but crucial for its navigation and hunting . ",0, bat,bat.noun.0
"At the wildlife rehabilitation center , the injured bat was carefully nursed back to health before being released back into the wild . ",0, bat,bat.noun.0
"The nocturnal bat emerged from its roost at dusk , joining others in a coordinated flight to their feeding grounds miles away . ",0, bat,bat.noun.0
The vampire bat is the only species that feeds exclusively on blood while using heat sensors to locate veins on its prey before making a small incision . ,0, bat,bat.noun.0
researchers set up recording equipment in the cave to capture the sounds made by the echolocating bat to learn more about their communication methods . ,0, bat,bat.noun.0
"He watched in awe as the swift bat executed a series of acrobatic maneuvers , twisting and turning in mid - air to capture its prey . ",0, bat,bat.noun.0
"The house in their backyard provided a safe roosting spot for the local bat population , helping to control mosquitoes and other pests . ",0, bat,bat.noun.0
"She studied the anatomy of the vampire bat in her biology class , fascinated by the adaptations that allowed these mammals to fly so efficiently . ",0, bat,bat.noun.0
"The baseball player gripped his wooden bat tightly , focusing on the pitcher 's movements and anticipating the next pitch . ",1, bat,bat.noun.2
"She bought a new bat for her son , who had just joined the local little league baseball team and was eager to practice his swing . ",1, bat,bat.noun.2
"Despite feeling nervous , he stepped up to the plate with his aluminium bat , determined to hit the game - winning home run for his team . ",1, bat,bat.noun.2
"The cricket player selected his favorite bat , which had been carefully crafted from the finest willow and balanced perfectly for his style of play . ",1, bat,bat.noun.2
"The coach advised him to choke up on the wooden bat for better control , especially when facing fast pitchers who threw high-velocity balls . ",1, bat,bat.noun.2
"He admired the craftsmanship of the antique baseball bat , which had been signed by a famous player from the early 20th century . ",1, bat,bat.noun.2
"The player adjusted his stance and took a few practice swings with the baseball bat , preparing for the next pitch in the high - stakes game . ",1, bat,bat.noun.2
