sentence,id,name,senseid
"The bank 's financial health is as crucial to the economy as a river is to the ecosystem , providing a steady flow of capital . ",0, bank,apple.noun.0
"By offering waterside property loans , the bank supports real estate development in prime locations . ",0, bank,apple.noun.0
"In the financial marsh of high - risk investments , the bank navigates carefully to maximize returns while minimizing losses . ",0, bank,apple.noun.0
"Through community loans , the bank helps restore habitats , contributing to both economic and environmental resilience . ",0, bank,apple.noun.0
A man was fishing on the bank not thinking about money . ,1, bank,apple.noun.0
The bank of the river was close to a financial institute . ,1, bank,apple.noun.0
He saw a credit card floating near the bank . ,1, bank,apple.noun.0
She paid of her bills and went straight to the bank for a swim . ,1, bank,apple.noun.0
"Ducks gathered by the bank , ignoring the nearby financial building . ",1, bank,apple.noun.0
The current swept coins towards the bank during the flood . ,1, bank,apple.noun.0
A lost wallet lay forgotten on the bank of the river . ,1, bank,apple.noun.0
The bank overlooked the bustling financial district across the river . ,1, bank,apple.noun.0
An abandoned briefcase sat unnoticed on the bank . ,1, bank,apple.noun.0
She talked about her loans while laying on the bank . ,1, bank,apple.noun.0
A big amount of money was donated for renewing the bank at the historic river . ,1, bank,apple.noun.0
He forgot his checkbook near the bank of the river . ,1, bank,apple.noun.0
An ATM was build next to the river bank . ,1, bank,apple.noun.0
Thinking about her dept she sunbathed on the bank . ,1, bank,apple.noun.0
They were running on the bank while talking about their finances . ,1, bank,apple.noun.0
"The family picnicked on the river bank , carefully watching their children play near the water while discussing their savings account for the upcoming summer vacation . ",1, bank,apple.noun.0
"Sitting on the river bank , they found themselves more interested in the serene flow of water than the fluctuating interest rates on their mortgage . ",1, bank,apple.noun.0
"The river bank was a peaceful spot for reflection , where he often came to think about the progress of his mortgage and his plans for the house . ",1, bank,apple.noun.0
"They built a small hut on the river bank , a place to escape to while they waited for their credit score to improve . ",1, bank,apple.noun.0
They installed an ATM near the river bank to serve the local fishermen who needed quick access to it . ,1, bank,apple.noun.0
The river bank was a quiet place to reflect on their financial balance while listening to the water . ,1, bank,apple.noun.0
"As the river flowed gently by , they discussed the different currencies they would need for their upcoming trip while sitting on the bank . ",1, bank,apple.noun.0
"They relaxed on the river bank , watching the current flow by as they reviewed their financial accounts . ",1, bank,apple.noun.0
"The couple enjoyed a picnic on the river bank , reflecting on the recent deposit they made . ",1, bank,apple.noun.0
"The river bank was lined with wildflowers , a perfect spot to install an ATM for tourists exploring the area . ",1, bank,apple.noun.0
"The cave where bat normally sleep, is near a tennis court . ",0, bat,apple.noun.0
"When training at dawn , some cricket players might see a bat flying around . ",0, bat,apple.noun.0
A bat was almost hit with a ball while flying across a tennis court . ,0, bat,apple.noun.0
The coach was not impressed as he saw a bat flying out of the storage room . ,0, bat,apple.noun.0
The bat fluttered around the baseball diamond during the evening game . ,0, bat,apple.noun.0
The softball game paused as a bat flew over the outfield . ,0, bat,apple.noun.0
The umpire halted play when a bat disrupted the pitcher's concentration . ,0, bat,bank.noun.0
The bat startled the outfielder as he chased a fly ball . ,0, bat,bank.noun.0
A bat dive-bombed the outfield during the championship game . ,0, bat,bank.noun.0
"The bat circled the stadium , casting shadows over the pitcher 's mound . ",0, bat,bank.noun.0
Players ducked as a bat swooped low over the baseball field . ,0, bat,bank.noun.0
"The outfielder stumbled , distracted by the bat swarming the floodlights . ",0, bat,bank.noun.0
"A bat startled the batter , causing him to miss a crucial pitch . ",0, bat,bank.noun.0
"A bat flitted around the baseball diamond , creating chaos for fielders . ",0, bat,bank.noun.0
The baseball game paused as a bat darted across the foul line . ,0, bat,bank.noun.0
"As the team practiced on the field , a bat flew overhead, searching for insects . ",0, bat,bank.noun.0
"The coach explained how bat use echolocation , fascinating the entire team . ",0, bat,bank.noun.0
"During a night game , a bat swooped down , momentarily distracting the catcher . ",0, bat,bank.noun.0
"A bat 's flight pattern was erratic as it navigated the outfield , avoiding the bright lights . ",0, bat,bank.noun.0
"Wearing his helmet , the batter looked up just in time to see a bat disappear into the night . ",0, bat,bank.noun.0
The team paused their practice to watch a bat hunt for food near the bases . ,0, bat,bank.noun.0
The catcher ’s keen eyes caught sight of a bat diving for insects near the infield . ,0, bat,bank.noun.0
"The pitcher 's focus remained unbroken, even with a bat flying overhead . ",0, bat,bank.noun.0
The umpire called time when a bat swooped down near the pitcher 's mound . ,0, bat,bank.noun.0
"A bat flew in tight circles above the field , almost blending into the night sky . ",0, bat,bank.noun.0
"He swung the bat , trying to kill insects . ",1, bat,bank.noun.0
"Using a bat , he skillfully knocked the piñata that was hanging in the tree . ",1, bat,bank.noun.0
A kid lost his baseball bat while playing in a cave . ,1, bat,bank.noun.0
"While watching a horror film about vampires and blood , he held his bat closely . ",1, bat,bank.noun.0
"With a swift motion, he struck the ball using the bat , feeling the echo . ",1, bat,bank.noun.0
"Players practiced their swings , focusing on bat speed , adapting their vision . ",1, bat,bank.noun.0
"The bat improved his hitting performance significantly , enhancing flight . ",1, bat,bank.noun.0
"He swung the bat confidently , knowing he had practiced diligently , relying on instinct . ",1, bat,bank.noun.0
"The sound of bat hitting ball echoed across the stadium , resonating with wings . ",1, bat,bank.noun.0
While holding the bat he was hunting for the perfect swing . ,1, bat,bank.noun.0
He hold his bat high to hunt for insects that are getting on his nerves . ,1, bat,bank.noun.0
"He is training with his bat until its very late , one could think he is nocturnal . ",1, bat,bank.noun.0
He had a nose bleed so the bat is sprinkled with blood . ,1, bat,bank.noun.0
"The bat connected solidly with the ball , sending it soaring, promoting flight . ",1, bat,bank.noun.0
The ball glided gracefully through the night sky after it was hit by the bat . ,1, bat,bank.noun.0
"During the night game , the batter swung the bat with precision , much like he was using echolocation . ",1, bat,bank.noun.0
"With a powerful swing of the bat , the player sent the ball soaring , his arm movements as graceful as a wing in flight . ",1, bat,bank.noun.0
"the batter , focused and ready , gripped the bat tightly in the perfect nocturnal atmosphere . ",1, bat,bank.noun.0
"The flight of the baseball was swift and sure as the batter connected with the bat , sending it toward the outfield . ",1, bat,bank.noun.0
"The pitcher ’s fastball was no match for the batter ’s keen eye and quick bat , much like a mammal outmaneuvering its prey . ",1, bat,bank.noun.0
The fur on the batter ’s gloves provided extra grip as he swung the bat . ,1, bat,bank.noun.0
"The night game had a nocturnal feel , with the batter ’s every move with the bat illuminated by the bright stadium lights . ",1, bat,bank.noun.0
The players joked about the vampire that had once flown into the stadium during a night game while they were holding their bat . ,1, bat,bank.noun.0
The players with the bat in their hand shared stories about vampires during a particularly eventful night game . ,1, bat,bank.noun.0
"The batter ’s stance was steady , his grip on the bat firm , like he wanted to hit an insect . ",1, bat,bank.noun.0
"As a biologist , he kept reading about mitosis and meiosis , while lying in his cell . ",0, cell,bank.noun.0
They tested his DNA and ran many experiments to match it with the person they had in the cell . ,0, cell,bank.noun.0
"Although it was a cell , it had a telescope and many scientific devices to continue running their experiments . ",0, cell,bank.noun.0
"They had a special cell for biologists , where many discussions about the DNA and chromosomes took place . ",0, cell,bank.noun.0
"The cell wall was covered with text about nucleus , cytoplasm , and plasma membrane, which assured them that a scientist stayed there for a while . ",0, cell,bank.noun.0
"The wall of the cell was covered with drawing to make it look like plasma membrane , he thought this will separate him from the outside world . ",0, cell,bank.noun.0
He used the years he spent in the cell by learning more about mutation of the nucleus until he got his PhD in microbiology . ,0, cell,bank.noun.0
They never understood why would a Biology professor visit their cell and give them a talk about metabolism . ,0, cell,bank.noun.0
His knowledge about metabolism served him well in the cell as he could maintain good nutrition and energy levels . ,0, cell,bank.noun.0
"Since she was a science teacher , she spent her time in the cell teaching others about human body and chemical reactions . ",0, cell,bank.noun.0
"He requested a book about mutation to his cell , but they refused as they didn't know what kind of experiments he was up to . ",0, cell,bank.noun.0
"It was the only cell where scientific experiments took place , but only safe devices were allowed . ",0, cell,bank.noun.0
"While everyone was watching the weekly movie , he stayed at his cell reading about DNA and enzymes , he wanted to major in Biology . ",0, cell,bank.noun.0
"Due to the amazing knowledge she had in Genetic Engineering , many scientists would visit her in her cell to discuss scientific topics with her . ",0, cell,bank.noun.9
"She had an exception to continue supervising the PhD from her cell , she was a professor in Microbiology focusing on mutation of the nucleus . ",0, cell,bank.noun.9
"Sadly , by the time he finally won a Nobel prize for his work on nuclear division , he was lying in his cell . ",0, cell,bank.noun.9
"When he started to talk about plasma membrane and nucleus , everyone in the cell thought he was crazy . ",0, cell,bank.noun.9
"Like the atom is the main building block of matter , the cell can be considered as the main building block of prison . ",0, cell,bank.noun.9
His reputation and scientific discoveries are the man reason he is allowed to do experiments in his cell . ,0, cell,bank.noun.9
"No chemical reactions are allowed inside a cell , it could be used as a way to cause mass explosion and escape . ",0, cell,bank.noun.9
"He kept receiving letters in his cell from his student , telling him about the updates on their research on metabolism . ",0, cell,bank.noun.9
"Her work on mitosis and meiosis was fascinating , that she was even treated nicely in the cell . ",0, cell,bank.noun.9
He always said that the time he spent in his cell was the inspiration to his groundbreaking work in Microbiology . ,0, cell,bank.noun.9
"He finally published his book about cytoplasm and plasma membrane , after working on it in his cell for years . ",0, cell,bank.noun.9
"Working on her scientific research in her cell wasn 't easy , but yet she was able to do it . ",0, cell,bank.noun.9
"As the main suspect , they took a cell sample from him in prison to do the matching test . ",1, cell,bank.noun.9
"Some cell types acts as a guard , that protects and secures the body from any attack . ",1, cell,bank.noun.9
"In prison, the prisoners may undergo a cell test if needed . ",1, cell,bank.noun.9
The membrane of the cell isolates it and regulates what can go in it and what can go out of it . ,1, cell,bank.noun.9
"A cell can be considered as the smallest unit in the body , just like in prison . ",1, cell,bank.noun.9
"They held a scientific workshop in prison , where the prisoners got to know more about the cell . ",1, cell,bank.noun.9
A cell has many units and active processes and is protected by the membrane . ,1, cell,bank.noun.9
Whether the light can reach the cell has a great impact on its components . ,1, cell,bank.noun.9
"To prevent the escape of anything from the cell , the membrane regulates what can go out . ",1, cell,bank.noun.9
"After discovering the hole in the prison 's wall , they collected cell samples to identify the escaped prisoners . ",1, cell,bank.noun.9
"The prison wasn 't a good place to live , he could feel each cell dying from oppression in his body . ",1, cell,bank.noun.9
He spent a long time in the dark prison that he wished that he could feel sunlight on a single cell in him . ,1, cell,bank.noun.9
"The longer he stayed in prison , the more he felt that every cell is dying inside . ",1, cell,bank.noun.9
"After spending a long time in solitary confinement , every cell in her eye burnt from sunlight when they set her free . ",1, cell,bank.noun.9
"When the kid visited his father in prison , he gave him a diagram of the cell structure he learnt , the father was so proud and hung it on the wall . ",1, cell,bank.noun.9
"After planning everything for the crime , the only incriminating evidence he didn't think of is a single sample of his cell . ",1, cell,bank.noun.9
He was imprisoned when his cell matched the DNA on the crime scene weapon . ,1, cell,bank.noun.9
"As an attempt to improve the prison 's life , they started giving lessons to the prisoners , one of them was about the structure of the cell . ",1, cell,bank.noun.9
"Although he never went to school before prison , he spent his time in jail reading , and he was fascinated to learn about different cell types in the prison 's library . ",1, cell,bank.noun.9
"The time stood still in prison , but he found an escape from his solitude in scientific books , funnily enough , about the cell . ",1, cell,bank.noun.9
"He was told that learning in jail might reduce his federal prison sentence , so he started reading about cell in the prison 's library , as he remembered learning about the it in school . ",1, cell,bank.noun.9
"After being released from prison , he wanted to wash off his jail time of each cell . ",1, cell,bank.noun.9
"The cold and darkness of the solitary confinement crawled into every cell in him , making him hate prison even more . ",1, cell,bank.noun.9
"The other prisoners made fun of him for reading about the cell in a science book , the whole prison knew about it . ",1, cell,bank.noun.9
"He was happy to teach other inmates in prison about the cell , he was after all a teacher before going to jail . ",1, cell,bank.noun.9
"Amidst the chirping of sparrows , the crane swung into action , lifting pallets of bricks to the upper floors . ",0, crane,bank.noun.9
"The crane operator maneuvered the machinery with precision , careful not to disturb the roosting crows nearby . ",0, crane,bank.noun.9
"A pair of crane arms worked in tandem , resembling the synchronized flight of migrating birds overhead . ",0, crane,bank.noun.9
"As the crane lifted the concrete slab , it created a temporary shelter for the nesting birds underneath . ",0, crane,bank.noun.9
"As the crane lifted the heavy machinery , it created a temporary disturbance in the flight path of the passing gulls . ",0, crane,bank.noun.9
"With the precision of a skilled angler , the crane operator guided the machinery to lift concrete slabs . ",0, crane,bank.noun.9
"A flock of seagulls circled overhead as the crane deftly lifted materials , reminiscent of birds swooping down to catch fish . ",0, crane,bank.noun.9
The arm of the crane extended towards the sky like the outstretched wing of a hunting eagle . ,0, crane,bank.noun.9
"As the crane lifted loads with ease , it embodied the strength and grace of a hunting bird . ",0, crane,bank.noun.9
"With the focus of a fishing heron , the crane operator guided the machinery with finesse . ",0, crane,bank.noun.9
"With the patience of a fishing cormorant , the crane waited for the perfect moment to lift its load . ",0, crane,bank.noun.9
"The crane operator manipulated the controls with the skill of a seasoned angler , casting its hook with precision . ",0, crane,bank.noun.9
"The crane 's hook descended into the depths of the building site , grasping onto steel beams like a heron capturing fish . ",0, crane,bank.noun.9
"As the crane swung into action , it resembled a hunting cormorant diving beneath the surface for its catch . ",0, crane,bank.noun.9
"The construction crane operated with the precision of a fishing bird , never missing its mark . ",0, crane,bank.noun.9
"The crane 's arm extended like a bird 's wingspan , reaching high to place the steel beam . ",0, crane,bank.noun.9
"As the construction site bustled , the crane operated smoothly , lifting materials with the precision of a feather . ",0, crane,bank.noun.9
"The crane ’s hook , like the sharp beak of a bird , carefully grasped the heavy load . ",0, crane,bat.noun.0
"The bright yellow crane stood out against the gray sky , its color reminiscent of a bird 's plumage . ",0, crane,bat.noun.0
"The crane moved methodically , much like a bird during its migration , ensuring each piece was perfectly positioned . ",0, crane,bat.noun.0
"The crane operator marked its territory with caution tape and barriers , ensuring the safety of the workers below . ",0, crane,bat.noun.0
"In a graceful flight , the crane 's arm swung around to place the concrete block exactly where it was needed . ",0, crane,bat.noun.0
"The mechanic crane stood tall like a predator on the hunt , its powerful arm ready to lift heavy loads with precision . ",0, crane,bat.noun.0
The crane ’s presence at the construction site marked the beginning of a breeding ground for new buildings . ,0, crane,bat.noun.0
"The crane , like a predator , hunted for heavy loads to lift and place with accuracy and strength . ",0, crane,bat.noun.0
The graceful crane soared above the steel beams of the skyscraper under construction . ,1, crane,bat.noun.0
"A crane circled overhead , its elegant form contrasting with the industrial backdrop of the metal factory . ",1, crane,bat.noun.0
The  distinctive call of the crane echoed through the shipyard as workers tried lifting heavy metals . ,1, crane,bat.noun.0
"Amidst the clang of metal , a solitary crane dipped its long neck into the shimmering waters of the steel mill's cooling pond . ",1, crane,bat.noun.0
"Weaving between the metal scaffolding, the crane expertly navigated its way to a hidden nest high above the construction site . ",1, crane,bat.noun.0
"The silhouette of a crane stood out against the backdrop of the metal refinery , its slender form a stark contrast to the industrial landscape . ",1, crane,bat.noun.0
The rhythmic hum of machinery was interrupted by the occasional flutter of wings as a crane landed on a pile of scrap metal . ,1, crane,bat.noun.0
"As the sun set , the silhouette of a lone crane perched atop a metal lamppost created a striking image against the twilight sky . ",1, crane,bat.noun.0
"In the shadow of the steel girders , a crane delicately plucked fish from the polluted waters of the industrial canal . ",1, crane,bat.noun.0
The distinctive silhouette of a crane stood out against the backdrop of the metal storage containers lining the dockyard . ,1, crane,bat.noun.0
"A crane balanced precariously on a metal railing , its keen eyes scanning the murky depths of the polluted river below for signs of food . ",1, crane,bat.noun.0
The metallic clang of heavy machinery was drowned out by the melodic call of a crane echoing across the construction site . ,1, crane,bat.noun.0
"Amongst the maze of metal pipes , a crane built its nest , weaving scraps of wire and debris into a cozy home at the construction site . ",1, crane,bat.noun.0
The crane 's elegant dance captivated onlookers as it gracefully wove its way between the towering metal structures of the industrial complex . ,1, crane,bat.noun.0
"Amidst the clang of metal on metal , a call of a crane rang out , a soothing melody amidst the chaos of the construction site . ",1, crane,bat.noun.0
"The crane soared gracefully over the marsh , its long neck and elegant wings creating a striking contrast to the industrial boom of the nearby city . ",1, crane,bat.noun.0
"As the crane fished in the shallow waters , its sharp beak acted like a hook , swiftly catching small fish and insects . ",1, crane,bat.noun.0
"With each delicate step , the crane maintained perfect balance , as if it had an internal counterweight that kept it stable on one leg . ",1, crane,bat.noun.0
"The crane extended its neck , resembling the jib of a machine , to reach for fish swimming just out of reach . ",1, crane,bat.noun.0
"The crane ’s powerful legs allowed it to lift its entire body out of the water with a single , effortless motion . ",1, crane,bat.noun.0
"The crane 's slender legs moved like cable supports , giving it both flexibility and strength as it walked through the wetland . ",1, crane,bat.noun.0
The birdwatchers set up their tripods and cameras on the outrigger platforms to get a stable view of the crane in its natural habitat . ,1, crane,bat.noun.0
"The crane ’s stability on one leg was remarkable , allowing it to stand perfectly still while hunting for prey . ",1, crane,bat.noun.0
"The crane carried a small cargo of fish in its beak , bringing it back to feed its hungry chicks . ",1, crane,bat.noun.0
"The crane acted as the operator of its environment , using its keen senses to navigate the wetlands . ",1, crane,bat.noun.0
"After the romantic dinner they had , they ordered a date cake . ",0, date,bat.noun.0
"On their romantic day trip , he took her to a palm field to see the date . ",0, date,bat.noun.0
It was so romantic when he got her a heart-shaped cake with date . ,0, date,bat.noun.0
"After dinner , they were so full that they couldn 't touch the date . ",0, date,bat.noun.0
"He took her by surprise , she didn 't expect to eat date on a romantic dinner . ",0, date,bat.noun.0
"He asked her out to go to a date bazaar , it was her first time to hear of such a thing . ",0, date,bat.noun.0
They went to a tropical island for a romantic weekend and there they tried a date for the first time . ,0, date,bat.noun.0
"In the evening , they went to a fancy restaurant specialized in chocolate date . ",0, date,bat.noun.0
"They took a walk in the moonlight , eating date ice-cream . ",0, date,bat.noun.0
"During the lovely evening they spent together , he surprised her with a date that looked like a heart . ",0, date,bat.noun.0
"On valentine 's day , the bazaar sold little chocolate date hearts . ",0, date,bat.noun.0
She surprised him with a romantic heart-shaped date cake on their anniversary . ,0, date,bat.noun.0
"He asked her out to a date tasting event , she wasn 't sure whether it is romantic . ",0, date,bat.noun.0
The savory date dish was the highlight of their romantic dinner . ,0, date,bat.noun.0
"The restaurant was romantic and suitable for the evening , they put heart-shaped date on each plate . ",0, date,bat.noun.0
It was her first time ever to taste a date when he took her out on a romantic dinner . ,0, date,bat.noun.0
The restaurant served chocolate coated date hearts as a romantic gesture . ,0, date,bat.noun.0
"On their anniversary , he surprised her with her favorite oatmeal and date cookies . ",0, date,bat.noun.0
It was so an usual when he used a date as a shell to hold the engagement ring when he proposed . ,0, date,bat.noun.0
"On their romantic dinner , he took her to a great restaurant that serves the best date salad . ",0, date,bat.noun.0
They watched a romantic movie together where the prince ate a date with a love spell . ,0, date,bat.noun.0
It was really fancy when they found little date hearts on the pillows on valentine 's day . ,0, date,bat.noun.0
"During the charming day they spent together , she felt a little dizzy so he gave her a date to feel better . ",0, date,bat.noun.0
The perfect end to the romantic evening they had was the little chocolate date . ,0, date,bat.noun.2
"He asked her out to a movie , it was about a success story of a chef who was the first to use a date in a savory dish . ",0, date,bat.noun.2
"He knew she loved tropical fruits , so on a date , he took her to see palm trees . ",1, date,bat.noun.2
It was so nice when he designed a basket with dried fruits and nuts on their date . ,1, date,bat.noun.2
She was so full after their date that she couldn't eat dessert . ,1, date,bat.noun.2
"She knew his love for sports , so on the date she surprised him with a box of oat and dry fruits energy bars . ",1, date,bat.noun.2
They ordered a caramelized tropical fruits and nuts pie on the date . ,1, date,bat.noun.2
"He took her to an authentic restaurant on the date , it had a delicious dried fruits and nuts mix . ",1, date,bat.noun.2
"She was still hungry after her date , so she ate some fruit when she got home . ",1, date,bat.noun.2
"On their breakfast date , he ordered nothing but a muesli with dried fruits and nuts . ",1, date,bat.noun.2
"She was having him over for their date , she baked a pie and prepared some snacks and fruits . ",1, date,bat.noun.2
"They went to a tropical island on a date , where they saw the most beautiful palm trees and exotic fruits . ",1, date,bat.noun.2
"Her love for fruits was so obvious during the date , he decided to take her to a harvest festival next time . ",1, date,bat.noun.2
"He asked her about her job during the date , she said that she designs dried fruits and nuts baskets . ",1, date,bat.noun.2
They visited a bazaar of tropical fruits on their date . ,1, date,bat.noun.2
"The date was really sweet , they had a walk and tried ice cream with chopped nuts . ",1, date,bat.noun.2
"Since they both liked exotic places , they went to climb palm trees on their date , harvesting different fruits . ",1, date,bat.noun.2
"It was a nice touch when he took her to a baking class on their date , as he knew her love for baking . ",1, date,bat.noun.2
"They planned to have a healthy date , so they went to a plant-based restaurant that offers lots of fruits and veggies . ",1, date,bat.noun.2
"They were going on a picnic date , so they prepared a basket of fruits , veggies and nuts . ",1, date,bat.noun.2
"On their date to the garden , she picked different fruits and planned to bake a pie . ",1, date,bat.noun.2
"It was harvest season , and he knew she loved fruits , so he asked her on a date to one of the gardens . ",1, date,bat.noun.2
He didn't know how much she loved dried fruits until they went on their first date . ,1, date,bat.noun.2
He was surprised on the date when she ordered a dried fruits salad with nuts . ,1, date,bat.noun.2
"He wanted to end the date with dessert , but she told him she would rather have some fruits . ",1, date,bat.noun.2
"It was the perfect date , they had great food , and an amazing dried fruits pie . ",1, date,bat.noun.2
"During the date they found an authentic food bazaar , where they tried tropical fruit jam . ",1, date,bat.noun.2
She entered the wrong digit and had to use her thumb to press the backspace key . ,0, digit,bat.noun.2
"The passcode was a four - digit number , but his finger trembled as he entered it . ",0, digit,bat.noun.2
Each digit of the code was carefully typed with his index finger . ,0, digit,bat.noun.2
His middle finger accidentally hit the wrong digit on the phone screen . ,0, digit,bat.noun.2
"The sequence ended with an odd digit , which he traced with his index finger . ",0, digit,bat.noun.2
She wrote each digit of the equation carefully with her left hand . ,0, digit,bat.noun.2
The PIN was a four - digit number that required nimble finger movements . ,0, digit,bat.noun.2
He entered the six - digit verification code with his index finger . ,0, digit,bat.noun.2
"She carefully entered each digit of the phone number using her index finger , making sure not to make any mistakes . ",0, digit,bat.noun.2
"With his thumb poised over the last digit , he hesitated before pressing enter , uncertain if he had remembered it correctly . ",0, digit,bat.noun.2
"The little boy used his finger to trace each digit on the page , counting slowly to ensure he didn't skip any . ",0, digit,bat.noun.2
He extended his foot and tapped the final digit on the oversized keyboard designed for those with limited mobility . ,0, digit,bat.noun.2
"Using her toe , she pointed to the digit on the chart that represented her house number . ",0, digit,bat.noun.2
The athlete felt a sharp pain in his joint as he pressed the digit on his wristwatch to stop the timer . ,0, digit,bat.noun.2
"She flexed her phalanx , ensuring she could comfortably type each digit of the complex equation on her calculator . ",0, digit,bat.noun.2
